#timestep    time     time step  time step   maximum   -----time step location----     time step
#  number    (sec)      (sec)    cfl (sec)    error    eq_loc  i_loc  j_loc  k_loc      control
     2600  2.599E-06  1.000E-09  2.143E-08  1.425E-06       0      0      0      0   fixed timestep
     2620  2.619E-06  1.000E-09  2.142E-08  6.847E-06       0      0      0      0   fixed timestep
     2640  2.639E-06  1.000E-09  2.140E-08  1.942E-06       0      0      0      0   fixed timestep
     2660  2.659E-06  1.000E-09  2.139E-08  5.529E-06       0      0      0      0   fixed timestep
     2680  2.679E-06  1.000E-09  2.138E-08  1.013E-06       0      0      0      0   fixed timestep
     2700  2.699E-06  1.000E-09  2.137E-08  1.417E-06       0      0      0      0   fixed timestep
     2720  2.719E-06  1.000E-09  2.136E-08  1.226E-05       0      0      0      0   fixed timestep
     2740  2.739E-06  1.000E-09  2.135E-08  2.928E-06       0      0      0      0   fixed timestep
     2760  2.759E-06  1.000E-09  2.134E-08  1.199E-06       0      0      0      0   fixed timestep
     2780  2.779E-06  1.000E-09  2.133E-08  8.738E-08       0      0      0      0   fixed timestep
     2800  2.799E-06  1.000E-09  2.132E-08  6.070E-05       0      0      0      0   fixed timestep
     2820  2.819E-06  1.000E-09  2.131E-08  7.908E-07       0      0      0      0   fixed timestep
     2840  2.839E-06  1.000E-09  2.130E-08  1.126E-07       0      0      0      0   fixed timestep
     2860  2.859E-06  1.000E-09  2.129E-08  8.963E-07       0      0      0      0   fixed timestep
     2880  2.879E-06  1.000E-09  2.128E-08  2.218E-07       0      0      0      0   fixed timestep
     2900  2.899E-06  1.000E-09  2.127E-08  1.269E-07       0      0      0      0   fixed timestep
     2920  2.919E-06  1.000E-09  2.126E-08  1.447E-06       0      0      0      0   fixed timestep
     2940  2.939E-06  1.000E-09  2.124E-08  8.276E-08       0      0      0      0   fixed timestep
     2960  2.959E-06  1.000E-09  2.123E-08  1.854E-07       0      0      0      0   fixed timestep
     2980  2.979E-06  1.000E-09  2.122E-08  5.824E-07       0      0      0      0   fixed timestep
     3000  2.999E-06  1.000E-09  2.121E-08  5.897E-07       0      0      0      0   fixed timestep
     3020  3.019E-06  1.000E-09  2.119E-08  6.617E-07       0      0      0      0   fixed timestep
     3040  3.039E-06  1.000E-09  2.118E-08  2.512E-06       0      0      0      0   fixed timestep
     3060  3.059E-06  1.000E-09  2.117E-08  9.756E-07       0      0      0      0   fixed timestep
     3080  3.079E-06  1.000E-09  2.115E-08  1.414E-07       0      0      0      0   fixed timestep
     3100  3.099E-06  1.000E-09  2.114E-08  1.157E-07       0      0      0      0   fixed timestep
     3120  3.119E-06  1.000E-09  2.113E-08  1.222E-07       0      0      0      0   fixed timestep
     3140  3.139E-06  1.000E-09  2.113E-08  1.263E-06       0      0      0      0   fixed timestep
     3160  3.159E-06  1.000E-09  2.113E-08  6.054E-07       0      0      0      0   fixed timestep
     3180  3.179E-06  1.000E-09  2.112E-08  1.455E-06       0      0      0      0   fixed timestep
     3200  3.199E-06  1.000E-09  2.112E-08  1.924E-06       0      0      0      0   fixed timestep
     3220  3.219E-06  1.000E-09  2.111E-08  4.166E-06       0      0      0      0   fixed timestep
     3240  3.239E-06  1.000E-09  2.110E-08  2.811E-06       0      0      0      0   fixed timestep
     3260  3.259E-06  1.000E-09  2.109E-08  2.815E-05       0      0      0      0   fixed timestep
     3280  3.279E-06  1.000E-09  2.109E-08  5.819E-07       0      0      0      0   fixed timestep
     3300  3.299E-06  1.000E-09  2.108E-08  8.897E-07       0      0      0      0   fixed timestep
     3320  3.319E-06  1.000E-09  2.107E-08  7.613E-07       0      0      0      0   fixed timestep
     3340  3.339E-06  1.000E-09  2.106E-08  4.380E-07       0      0      0      0   fixed timestep
     3360  3.359E-06  1.000E-09  2.105E-08  2.605E-07       0      0      0      0   fixed timestep
     3380  3.379E-06  1.000E-09  2.105E-08  8.716E-08       0      0      0      0   fixed timestep
     3400  3.399E-06  1.000E-09  2.104E-08  1.210E-07       0      0      0      0   fixed timestep
     3420  3.419E-06  1.000E-09  2.103E-08  2.184E-07       0      0      0      0   fixed timestep
     3440  3.439E-06  1.000E-09  2.102E-08  5.758E-07       0      0      0      0   fixed timestep
     3460  3.459E-06  1.000E-09  2.102E-08  1.568E-07       0      0      0      0   fixed timestep
     3480  3.479E-06  1.000E-09  2.101E-08  5.280E-07       0      0      0      0   fixed timestep
     3500  3.499E-06  1.000E-09  2.101E-08  4.375E-06       0      0      0      0   fixed timestep
     3520  3.519E-06  1.000E-09  2.100E-08  5.578E-07       0      0      0      0   fixed timestep
     3540  3.539E-06  1.000E-09  2.100E-08  3.439E-07       0      0      0      0   fixed timestep
     3560  3.559E-06  1.000E-09  2.099E-08  2.520E-06       0      0      0      0   fixed timestep
     3580  3.579E-06  1.000E-09  2.099E-08  3.790E-06       0      0      0      0   fixed timestep
     3600  3.599E-06  1.000E-09  2.098E-08  7.432E-08       0      0      0      0   fixed timestep
     3620  3.619E-06  1.000E-09  2.097E-08  1.125E-07       0      0      0      0   fixed timestep
     3640  3.639E-06  1.000E-09  2.096E-08  2.017E-07       0      0      0      0   fixed timestep
     3660  3.659E-06  1.000E-09  2.095E-08  1.452E-07       0      0      0      0   fixed timestep
     3680  3.679E-06  1.000E-09  2.094E-08  2.503E-07       0      0      0      0   fixed timestep
     3700  3.699E-06  1.000E-09  2.093E-08  4.587E-07       0      0      0      0   fixed timestep
     3720  3.719E-06  1.000E-09  2.093E-08  1.460E-07       0      0      0      0   fixed timestep
     3740  3.739E-06  1.000E-09  2.092E-08  1.292E-07       0      0      0      0   fixed timestep
     3760  3.759E-06  1.000E-09  2.091E-08  3.927E-08       0      0      0      0   fixed timestep
     3780  3.779E-06  1.000E-09  2.091E-08  7.321E-07       0      0      0      0   fixed timestep
     3800  3.799E-06  1.000E-09  2.090E-08  1.167E-07       0      0      0      0   fixed timestep
     3820  3.819E-06  1.000E-09  2.089E-08  1.296E-07       0      0      0      0   fixed timestep
     3840  3.839E-06  1.000E-09  2.088E-08  4.734E-08       0      0      0      0   fixed timestep
     3860  3.859E-06  1.000E-09  2.087E-08  1.757E-07       0      0      0      0   fixed timestep
     3880  3.879E-06  1.000E-09  2.086E-08  1.257E-07       0      0      0      0   fixed timestep
     3900  3.899E-06  1.000E-09  2.085E-08  2.553E-08       0      0      0      0   fixed timestep
     3920  3.919E-06  1.000E-09  2.084E-08  5.075E-08       0      0      0      0   fixed timestep
     3940  3.939E-06  1.000E-09  2.083E-08  1.002E-07       0      0      0      0   fixed timestep
     3960  3.959E-06  1.000E-09  2.081E-08  1.246E-06       0      0      0      0   fixed timestep
     3980  3.979E-06  1.000E-09  2.080E-08  5.381E-07       0      0      0      0   fixed timestep
     4000  3.999E-06  1.000E-09  2.079E-08  5.595E-07       0      0      0      0   fixed timestep
     4020  4.019E-06  1.000E-09  2.078E-08  1.245E-06       0      0      0      0   fixed timestep
     4040  4.039E-06  1.000E-09  2.078E-08  8.777E-08       0      0      0      0   fixed timestep
     4060  4.059E-06  1.000E-09  2.078E-08  7.294E-07       0      0      0      0   fixed timestep
     4080  4.079E-06  1.000E-09  2.077E-08  2.253E-07       0      0      0      0   fixed timestep
     4100  4.099E-06  1.000E-09  2.077E-08  4.385E-07       0      0      0      0   fixed timestep
     4120  4.119E-06  1.000E-09  2.077E-08  4.714E-06       0      0      0      0   fixed timestep
     4140  4.139E-06  1.000E-09  2.077E-08  3.366E-07       0      0      0      0   fixed timestep
     4160  4.159E-06  1.000E-09  2.077E-08  6.381E-06       0      0      0      0   fixed timestep
     4180  4.179E-06  1.000E-09  2.077E-08  1.880E-07       0      0      0      0   fixed timestep
     4200  4.199E-06  1.000E-09  2.076E-08  1.113E-06       0      0      0      0   fixed timestep
     4220  4.219E-06  1.000E-09  2.076E-08  2.529E-07       0      0      0      0   fixed timestep
     4240  4.239E-06  1.000E-09  2.075E-08  2.361E-07       0      0      0      0   fixed timestep
     4260  4.259E-06  1.000E-09  2.075E-08  1.197E-07       0      0      0      0   fixed timestep
     4280  4.279E-06  1.000E-09  2.074E-08  1.453E-07       0      0      0      0   fixed timestep
     4300  4.299E-06  1.000E-09  2.074E-08  1.198E-07       0      0      0      0   fixed timestep
     4320  4.319E-06  1.000E-09  2.073E-08  6.811E-08       0      0      0      0   fixed timestep
     4340  4.339E-06  1.000E-09  2.073E-08  4.065E-07       0      0      0      0   fixed timestep
     4360  4.359E-06  1.000E-09  2.072E-08  3.141E-07       0      0      0      0   fixed timestep
     4380  4.379E-06  1.000E-09  2.072E-08  2.618E-07       0      0      0      0   fixed timestep
     4400  4.399E-06  1.000E-09  2.071E-08  1.254E-07       0      0      0      0   fixed timestep
     4420  4.419E-06  1.000E-09  2.071E-08  6.631E-07       0      0      0      0   fixed timestep
     4440  4.439E-06  1.000E-09  2.071E-08  9.100E-07       0      0      0      0   fixed timestep
     4460  4.459E-06  1.000E-09  2.070E-08  8.326E-08       0      0      0      0   fixed timestep
     4480  4.479E-06  1.000E-09  2.070E-08  1.870E-07       0      0      0      0   fixed timestep
     4500  4.499E-06  1.000E-09  2.069E-08  1.337E-06       0      0      0      0   fixed timestep
     4520  4.519E-06  1.000E-09  2.069E-08  2.927E-07       0      0      0      0   fixed timestep
     4540  4.539E-06  1.000E-09  2.069E-08  1.975E-07       0      0      0      0   fixed timestep
     4560  4.559E-06  1.000E-09  2.068E-08  2.221E-06       0      0      0      0   fixed timestep
     4580  4.579E-06  1.000E-09  2.068E-08  2.569E-07       0      0      0      0   fixed timestep
     4600  4.599E-06  1.000E-09  2.067E-08  7.230E-07       0      0      0      0   fixed timestep
     4620  4.619E-06  1.000E-09  2.067E-08  2.779E-07       0      0      0      0   fixed timestep
     4640  4.639E-06  1.000E-09  2.066E-08  2.131E-07       0      0      0      0   fixed timestep
     4660  4.659E-06  1.000E-09  2.066E-08  8.187E-07       0      0      0      0   fixed timestep
     4680  4.679E-06  1.000E-09  2.065E-08  1.084E-07       0      0      0      0   fixed timestep
     4700  4.699E-06  1.000E-09  2.064E-08  1.680E-06       0      0      0      0   fixed timestep
     4720  4.719E-06  1.000E-09  2.063E-08  5.883E-07       0      0      0      0   fixed timestep
     4740  4.739E-06  1.000E-09  2.063E-08  7.660E-07       0      0      0      0   fixed timestep
     4760  4.759E-06  1.000E-09  2.062E-08  7.660E-08       0      0      0      0   fixed timestep
     4780  4.779E-06  1.000E-09  2.061E-08  3.525E-08       0      0      0      0   fixed timestep
     4800  4.799E-06  1.000E-09  2.060E-08  5.747E-08       0      0      0      0   fixed timestep
     4820  4.819E-06  1.000E-09  2.059E-08  6.120E-07       0      0      0      0   fixed timestep
     4840  4.839E-06  1.000E-09  2.058E-08  4.542E-08       0      0      0      0   fixed timestep
     4860  4.859E-06  1.000E-09  2.057E-08  3.313E-08       0      0      0      0   fixed timestep
     4880  4.879E-06  1.000E-09  2.056E-08  9.061E-08       0      0      0      0   fixed timestep
     4900  4.899E-06  1.000E-09  2.055E-08  4.553E-07       0      0      0      0   fixed timestep
     4920  4.919E-06  1.000E-09  2.054E-08  9.780E-07       0      0      0      0   fixed timestep
     4940  4.939E-06  1.000E-09  2.053E-08  3.087E-06       0      0      0      0   fixed timestep
     4960  4.959E-06  1.000E-09  2.052E-08  7.645E-08       0      0      0      0   fixed timestep
     4980  4.979E-06  1.000E-09  2.052E-08  3.429E-07       0      0      0      0   fixed timestep
     5000  4.999E-06  1.000E-09  2.051E-08  5.250E-08       0      0      0      0   fixed timestep
     5020  5.019E-06  1.000E-09  2.051E-08  8.783E-07       0      0      0      0   fixed timestep
     5040  5.039E-06  1.000E-09  2.051E-08  2.069E-07       0      0      0      0   fixed timestep
     5060  5.059E-06  1.000E-09  2.051E-08  7.169E-07       0      0      0      0   fixed timestep
     5080  5.079E-06  1.000E-09  2.051E-08  4.629E-07       0      0      0      0   fixed timestep
     5100  5.099E-06  1.000E-09  2.051E-08  3.116E-07       0      0      0      0   fixed timestep
     5120  5.119E-06  1.000E-09  2.051E-08  4.963E-07       0      0      0      0   fixed timestep
     5140  5.139E-06  1.000E-09  2.051E-08  1.324E-07       0      0      0      0   fixed timestep
     5160  5.159E-06  1.000E-09  2.051E-08  5.438E-07       0      0      0      0   fixed timestep
     5180  5.179E-06  1.000E-09  2.051E-08  4.736E-07       0      0      0      0   fixed timestep
     5200  5.199E-06  1.000E-09  2.051E-08  1.139E-07       0      0      0      0   fixed timestep
     5220  5.219E-06  1.000E-09  2.051E-08  3.771E-08       0      0      0      0   fixed timestep
     5240  5.239E-06  1.000E-09  2.051E-08  5.825E-08       0      0      0      0   fixed timestep
     5260  5.259E-06  1.000E-09  2.051E-08  4.445E-08       0      0      0      0   fixed timestep
     5280  5.279E-06  1.000E-09  2.051E-08  2.034E-07       0      0      0      0   fixed timestep
     5300  5.299E-06  1.000E-09  2.050E-08  1.837E-08       0      0      0      0   fixed timestep
     5320  5.319E-06  1.000E-09  2.050E-08  1.969E-08       0      0      0      0   fixed timestep
     5340  5.339E-06  1.000E-09  2.049E-08  2.971E-08       0      0      0      0   fixed timestep
     5360  5.359E-06  1.000E-09  2.049E-08  8.674E-08       0      0      0      0   fixed timestep
     5380  5.379E-06  1.000E-09  2.048E-08  6.279E-08       0      0      0      0   fixed timestep
     5400  5.399E-06  1.000E-09  2.048E-08  4.969E-08       0      0      0      0   fixed timestep
     5420  5.419E-06  1.000E-09  2.048E-08  6.138E-08       0      0      0      0   fixed timestep
     5440  5.439E-06  1.000E-09  2.048E-08  7.700E-08       0      0      0      0   fixed timestep
     5460  5.459E-06  1.000E-09  2.047E-08  3.306E-07       0      0      0      0   fixed timestep
     5480  5.479E-06  1.000E-09  2.047E-08  3.715E-08       0      0      0      0   fixed timestep
     5500  5.499E-06  1.000E-09  2.047E-08  4.349E-08       0      0      0      0   fixed timestep
     5520  5.519E-06  1.000E-09  2.046E-08  1.725E-07       0      0      0      0   fixed timestep
     5540  5.539E-06  1.000E-09  2.046E-08  6.579E-08       0      0      0      0   fixed timestep
     5560  5.559E-06  1.000E-09  2.045E-08  1.646E-07       0      0      0      0   fixed timestep
     5580  5.579E-06  1.000E-09  2.045E-08  1.263E-07       0      0      0      0   fixed timestep
     5600  5.599E-06  1.000E-09  2.044E-08  3.927E-07       0      0      0      0   fixed timestep
     5620  5.619E-06  1.000E-09  2.044E-08  7.736E-06       0      0      0      0   fixed timestep
     5640  5.639E-06  1.000E-09  2.043E-08  9.123E-08       0      0      0      0   fixed timestep
     5660  5.659E-06  1.000E-09  2.043E-08  4.647E-08       0      0      0      0   fixed timestep
     5680  5.679E-06  1.000E-09  2.043E-08  7.031E-08       0      0      0      0   fixed timestep
     5700  5.699E-06  1.000E-09  2.042E-08  7.041E-09       0      0      0      0   fixed timestep
     5720  5.719E-06  1.000E-09  2.042E-08  3.530E-08       0      0      0      0   fixed timestep
     5740  5.739E-06  1.000E-09  2.042E-08  5.599E-08       0      0      0      0   fixed timestep
     5760  5.759E-06  1.000E-09  2.041E-08  2.515E-08       0      0      0      0   fixed timestep
     5780  5.779E-06  1.000E-09  2.041E-08  2.450E-08       0      0      0      0   fixed timestep
     5800  5.799E-06  1.000E-09  2.041E-08  1.434E-08       0      0      0      0   fixed timestep
     5820  5.819E-06  1.000E-09  2.040E-08  8.633E-08       0      0      0      0   fixed timestep
     5840  5.839E-06  1.000E-09  2.040E-08  3.979E-08       0      0      0      0   fixed timestep
     5860  5.859E-06  1.000E-09  2.039E-08  7.352E-08       0      0      0      0   fixed timestep
     5880  5.879E-06  1.000E-09  2.039E-08  3.817E-08       0      0      0      0   fixed timestep
     5900  5.899E-06  1.000E-09  2.038E-08  1.824E-07       0      0      0      0   fixed timestep
     5920  5.919E-06  1.000E-09  2.038E-08  9.099E-08       0      0      0      0   fixed timestep
     5940  5.939E-06  1.000E-09  2.038E-08  3.813E-08       0      0      0      0   fixed timestep
     5960  5.959E-06  1.000E-09  2.037E-08  7.269E-08       0      0      0      0   fixed timestep
     5980  5.979E-06  1.000E-09  2.037E-08  1.254E-07       0      0      0      0   fixed timestep
     6000  5.999E-06  1.000E-09  2.037E-08  1.956E-07       0      0      0      0   fixed timestep
     6020  6.019E-06  1.000E-09  2.037E-08  1.894E-07       0      0      0      0   fixed timestep
     6040  6.039E-06  1.000E-09  2.037E-08  8.209E-07       0      0      0      0   fixed timestep
     6060  6.059E-06  1.000E-09  2.037E-08  2.074E-07       0      0      0      0   fixed timestep
     6080  6.079E-06  1.000E-09  2.037E-08  4.667E-07       0      0      0      0   fixed timestep
     6100  6.099E-06  1.000E-09  2.036E-08  5.478E-08       0      0      0      0   fixed timestep
     6120  6.119E-06  1.000E-09  2.036E-08  8.272E-08       0      0      0      0   fixed timestep
     6140  6.139E-06  1.000E-09  2.035E-08  6.947E-08       0      0      0      0   fixed timestep
     6160  6.159E-06  1.000E-09  2.035E-08  4.048E-07       0      0      0      0   fixed timestep
     6180  6.179E-06  1.000E-09  2.035E-08  1.827E-08       0      0      0      0   fixed timestep
     6200  6.199E-06  1.000E-09  2.034E-08  2.355E-08       0      0      0      0   fixed timestep
     6220  6.219E-06  1.000E-09  2.034E-08  5.004E-08       0      0      0      0   fixed timestep
     6240  6.239E-06  1.000E-09  2.034E-08  5.770E-08       0      0      0      0   fixed timestep
     6260  6.259E-06  1.000E-09  2.033E-08  1.185E-08       0      0      0      0   fixed timestep
     6280  6.279E-06  1.000E-09  2.033E-08  1.618E-08       0      0      0      0   fixed timestep
     6300  6.299E-06  1.000E-09  2.033E-08  2.022E-07       0      0      0      0   fixed timestep
     6320  6.319E-06  1.000E-09  2.033E-08  1.116E-07       0      0      0      0   fixed timestep
     6340  6.339E-06  1.000E-09  2.033E-08  2.850E-08       0      0      0      0   fixed timestep
     6360  6.359E-06  1.000E-09  2.032E-08  4.071E-08       0      0      0      0   fixed timestep
     6380  6.379E-06  1.000E-09  2.032E-08  9.458E-08       0      0      0      0   fixed timestep
     6400  6.399E-06  1.000E-09  2.032E-08  5.594E-07       0      0      0      0   fixed timestep
     6420  6.419E-06  1.000E-09  2.032E-08  2.062E-07       0      0      0      0   fixed timestep
     6440  6.439E-06  1.000E-09  2.032E-08  1.474E-07       0      0      0      0   fixed timestep
     6460  6.459E-06  1.000E-09  2.032E-08  7.560E-08       0      0      0      0   fixed timestep
     6480  6.479E-06  1.000E-09  2.032E-08  5.426E-08       0      0      0      0   fixed timestep
     6500  6.499E-06  1.000E-09  2.031E-08  1.184E-07       0      0      0      0   fixed timestep
     6520  6.519E-06  1.000E-09  2.031E-08  1.970E-06       0      0      0      0   fixed timestep
     6540  6.539E-06  1.000E-09  2.031E-08  2.222E-07       0      0      0      0   fixed timestep
     6560  6.559E-06  1.000E-09  2.030E-08  6.976E-07       0      0      0      0   fixed timestep
     6580  6.579E-06  1.000E-09  2.030E-08  1.220E-07       0      0      0      0   fixed timestep
     6600  6.599E-06  1.000E-09  2.029E-08  3.797E-07       0      0      0      0   fixed timestep
     6620  6.619E-06  1.000E-09  2.029E-08  3.565E-08       0      0      0      0   fixed timestep
     6640  6.639E-06  1.000E-09  2.028E-08  1.627E-08       0      0      0      0   fixed timestep
     6660  6.659E-06  1.000E-09  2.028E-08  6.434E-09       0      0      0      0   fixed timestep
     6680  6.679E-06  1.000E-09  2.027E-08  1.353E-07       0      0      0      0   fixed timestep
     6700  6.699E-06  1.000E-09  2.026E-08  2.133E-08       0      0      0      0   fixed timestep
     6720  6.719E-06  1.000E-09  2.025E-08  1.477E-07       0      0      0      0   fixed timestep
     6740  6.739E-06  1.000E-09  2.024E-08  1.344E-07       0      0      0      0   fixed timestep
     6760  6.759E-06  1.000E-09  2.023E-08  8.410E-08       0      0      0      0   fixed timestep
     6780  6.779E-06  1.000E-09  2.022E-08  2.642E-08       0      0      0      0   fixed timestep
     6800  6.799E-06  1.000E-09  2.022E-08  1.489E-07       0      0      0      0   fixed timestep
     6820  6.819E-06  1.000E-09  2.021E-08  2.583E-08       0      0      0      0   fixed timestep
     6840  6.839E-06  1.000E-09  2.020E-08  3.089E-08       0      0      0      0   fixed timestep
     6860  6.859E-06  1.000E-09  2.020E-08  1.569E-08       0      0      0      0   fixed timestep
     6880  6.879E-06  1.000E-09  2.020E-08  2.426E-07       0      0      0      0   fixed timestep
     6900  6.899E-06  1.000E-09  2.020E-08  1.002E-07       0      0      0      0   fixed timestep
     6920  6.919E-06  1.000E-09  2.021E-08  9.197E-08       0      0      0      0   fixed timestep
     6940  6.939E-06  1.000E-09  2.021E-08  6.250E-08       0      0      0      0   fixed timestep
     6960  6.959E-06  1.000E-09  2.021E-08  2.131E-07       0      0      0      0   fixed timestep
     6980  6.979E-06  1.000E-09  2.022E-08  1.223E-07       0      0      0      0   fixed timestep
     7000  6.999E-06  1.000E-09  2.022E-08  1.453E-07       0      0      0      0   fixed timestep
     7020  7.019E-06  1.000E-09  2.023E-08  2.995E-07       0      0      0      0   fixed timestep
     7040  7.039E-06  1.000E-09  2.023E-08  3.342E-07       0      0      0      0   fixed timestep
     7060  7.059E-06  1.000E-09  2.023E-08  1.985E-08       0      0      0      0   fixed timestep
     7080  7.079E-06  1.000E-09  2.023E-08  1.816E-08       0      0      0      0   fixed timestep
     7100  7.099E-06  1.000E-09  2.023E-08  3.328E-07       0      0      0      0   fixed timestep
     7120  7.119E-06  1.000E-09  2.023E-08  2.359E-08       0      0      0      0   fixed timestep
     7140  7.139E-06  1.000E-09  2.023E-08  2.719E-08       0      0      0      0   fixed timestep
     7160  7.159E-06  1.000E-09  2.023E-08  1.626E-07       0      0      0      0   fixed timestep
     7180  7.179E-06  1.000E-09  2.023E-08  7.893E-08       0      0      0      0   fixed timestep
     7200  7.199E-06  1.000E-09  2.023E-08  1.349E-08       0      0      0      0   fixed timestep
     7220  7.219E-06  1.000E-09  2.022E-08  2.347E-07       0      0      0      0   fixed timestep
     7240  7.239E-06  1.000E-09  2.022E-08  8.660E-09       0      0      0      0   fixed timestep
     7260  7.259E-06  1.000E-09  2.022E-08  1.572E-08       0      0      0      0   fixed timestep
     7280  7.279E-06  1.000E-09  2.022E-08  6.204E-08       0      0      0      0   fixed timestep
     7300  7.299E-06  1.000E-09  2.022E-08  2.227E-07       0      0      0      0   fixed timestep
     7320  7.319E-06  1.000E-09  2.022E-08  3.009E-08       0      0      0      0   fixed timestep
     7340  7.339E-06  1.000E-09  2.022E-08  2.648E-07       0      0      0      0   fixed timestep
     7360  7.359E-06  1.000E-09  2.022E-08  3.969E-08       0      0      0      0   fixed timestep
     7380  7.379E-06  1.000E-09  2.021E-08  6.571E-08       0      0      0      0   fixed timestep
     7400  7.399E-06  1.000E-09  2.021E-08  4.963E-08       0      0      0      0   fixed timestep
     7420  7.419E-06  1.000E-09  2.021E-08  3.051E-08       0      0      0      0   fixed timestep
     7440  7.439E-06  1.000E-09  2.021E-08  6.186E-06       0      0      0      0   fixed timestep
     7460  7.459E-06  1.000E-09  2.020E-08  3.734E-07       0      0      0      0   fixed timestep
     7480  7.479E-06  1.000E-09  2.020E-08  4.581E-07       0      0      0      0   fixed timestep
     7500  7.499E-06  1.000E-09  2.020E-08  4.820E-08       0      0      0      0   fixed timestep
     7520  7.519E-06  1.000E-09  2.019E-08  4.922E-08       0      0      0      0   fixed timestep
     7540  7.539E-06  1.000E-09  2.019E-08  4.397E-08       0      0      0      0   fixed timestep
     7560  7.559E-06  1.000E-09  2.018E-08  4.452E-08       0      0      0      0   fixed timestep
     7580  7.579E-06  1.000E-09  2.018E-08  5.515E-08       0      0      0      0   fixed timestep
     7600  7.599E-06  1.000E-09  2.017E-08  2.747E-08       0      0      0      0   fixed timestep
     7620  7.619E-06  1.000E-09  2.016E-08  1.624E-08       0      0      0      0   fixed timestep
     7640  7.639E-06  1.000E-09  2.015E-08  2.211E-08       0      0      0      0   fixed timestep
     7660  7.659E-06  1.000E-09  2.015E-08  1.214E-08       0      0      0      0   fixed timestep
     7680  7.679E-06  1.000E-09  2.014E-08  4.668E-08       0      0      0      0   fixed timestep
     7700  7.699E-06  1.000E-09  2.013E-08  2.439E-08       0      0      0      0   fixed timestep
     7720  7.719E-06  1.000E-09  2.013E-08  1.574E-07       0      0      0      0   fixed timestep
     7740  7.739E-06  1.000E-09  2.012E-08  3.259E-08       0      0      0      0   fixed timestep
     7760  7.759E-06  1.000E-09  2.012E-08  2.406E-08       0      0      0      0   fixed timestep
     7780  7.779E-06  1.000E-09  2.012E-08  1.927E-08       0      0      0      0   fixed timestep
     7800  7.799E-06  1.000E-09  2.012E-08  2.777E-08       0      0      0      0   fixed timestep
     7820  7.819E-06  1.000E-09  2.012E-08  2.737E-08       0      0      0      0   fixed timestep
     7840  7.839E-06  1.000E-09  2.013E-08  1.172E-07       0      0      0      0   fixed timestep
     7860  7.859E-06  1.000E-09  2.013E-08  4.502E-07       0      0      0      0   fixed timestep
     7880  7.879E-06  1.000E-09  2.014E-08  8.575E-08       0      0      0      0   fixed timestep
     7900  7.899E-06  1.000E-09  2.014E-08  2.588E-08       0      0      0      0   fixed timestep
     7920  7.919E-06  1.000E-09  2.014E-08  3.647E-08       0      0      0      0   fixed timestep
     7940  7.939E-06  1.000E-09  2.015E-08  4.343E-08       0      0      0      0   fixed timestep
     7960  7.959E-06  1.000E-09  2.015E-08  1.300E-07       0      0      0      0   fixed timestep
     7980  7.979E-06  1.000E-09  2.015E-08  2.619E-08       0      0      0      0   fixed timestep
     8000  7.999E-06  1.000E-09  2.014E-08  7.787E-08       0      0      0      0   fixed timestep
     8020  8.019E-06  1.000E-09  2.014E-08  1.625E-08       0      0      0      0   fixed timestep
     8040  8.039E-06  1.000E-09  2.014E-08  5.961E-07       0      0      0      0   fixed timestep
     8060  8.059E-06  1.000E-09  2.014E-08  3.975E-08       0      0      0      0   fixed timestep
     8080  8.079E-06  1.000E-09  2.014E-08  2.990E-08       0      0      0      0   fixed timestep
     8100  8.099E-06  1.000E-09  2.014E-08  2.228E-08       0      0      0      0   fixed timestep
     8120  8.119E-06  1.000E-09  2.014E-08  1.483E-08       0      0      0      0   fixed timestep
     8140  8.139E-06  1.000E-09  2.014E-08  2.354E-08       0      0      0      0   fixed timestep
     8160  8.159E-06  1.000E-09  2.014E-08  1.132E-08       0      0      0      0   fixed timestep
     8180  8.179E-06  1.000E-09  2.015E-08  3.189E-07       0      0      0      0   fixed timestep
     8200  8.199E-06  1.000E-09  2.015E-08  1.080E-07       0      0      0      0   fixed timestep
     8220  8.219E-06  1.000E-09  2.015E-08  4.472E-08       0      0      0      0   fixed timestep
     8240  8.239E-06  1.000E-09  2.015E-08  2.401E-07       0      0      0      0   fixed timestep
     8260  8.259E-06  1.000E-09  2.015E-08  6.712E-08       0      0      0      0   fixed timestep
     8280  8.279E-06  1.000E-09  2.015E-08  7.924E-09       0      0      0      0   fixed timestep
     8300  8.299E-06  1.000E-09  2.015E-08  1.456E-08       0      0      0      0   fixed timestep
     8320  8.319E-06  1.000E-09  2.015E-08  3.811E-07       0      0      0      0   fixed timestep
     8340  8.339E-06  1.000E-09  2.015E-08  5.719E-09       0      0      0      0   fixed timestep
     8360  8.359E-06  1.000E-09  2.015E-08  6.244E-08       0      0      0      0   fixed timestep
     8380  8.379E-06  1.000E-09  2.014E-08  5.680E-08       0      0      0      0   fixed timestep
     8400  8.399E-06  1.000E-09  2.014E-08  6.110E-06       0      0      0      0   fixed timestep
     8420  8.419E-06  1.000E-09  2.014E-08  2.708E-08       0      0      0      0   fixed timestep
     8440  8.439E-06  1.000E-09  2.014E-08  7.464E-08       0      0      0      0   fixed timestep
     8460  8.459E-06  1.000E-09  2.014E-08  7.451E-09       0      0      0      0   fixed timestep
     8480  8.479E-06  1.000E-09  2.014E-08  9.429E-09       0      0      0      0   fixed timestep
     8500  8.499E-06  1.000E-09  2.014E-08  1.250E-07       0      0      0      0   fixed timestep
