#timestep    time     time step  time step   maximum   -----time step location----     time step
#  number    (sec)      (sec)    cfl (sec)    error    eq_loc  i_loc  j_loc  k_loc      control
     4720  4.719E-06  1.000E-09  2.722E-08  4.210E-07       0      0      0      0   fixed timestep
     4740  4.739E-06  1.000E-09  2.722E-08  3.123E-07       0      0      0      0   fixed timestep
     4760  4.759E-06  1.000E-09  2.722E-08  8.256E-07       0      0      0      0   fixed timestep
     4780  4.779E-06  1.000E-09  2.722E-08  2.896E-07       0      0      0      0   fixed timestep
     4800  4.799E-06  1.000E-09  2.722E-08  2.336E-07       0      0      0      0   fixed timestep
     4820  4.819E-06  1.000E-09  2.722E-08  5.514E-07       0      0      0      0   fixed timestep
     4840  4.839E-06  1.000E-09  2.722E-08  6.603E-07       0      0      0      0   fixed timestep
     4860  4.859E-06  1.000E-09  2.722E-08  1.462E-06       0      0      0      0   fixed timestep
     4880  4.879E-06  1.000E-09  2.722E-08  1.247E-07       0      0      0      0   fixed timestep
     4900  4.899E-06  1.000E-09  2.722E-08  1.039E-06       0      0      0      0   fixed timestep
     4920  4.919E-06  1.000E-09  2.722E-08  2.872E-06       0      0      0      0   fixed timestep
     4940  4.939E-06  1.000E-09  2.722E-08  2.790E-06       0      0      0      0   fixed timestep
     4960  4.959E-06  1.000E-09  2.722E-08  1.422E-06       0      0      0      0   fixed timestep
     4980  4.979E-06  1.000E-09  2.722E-08  2.172E-06       0      0      0      0   fixed timestep
     5000  4.999E-06  1.000E-09  2.722E-08  1.168E-06       0      0      0      0   fixed timestep
     5020  5.019E-06  1.000E-09  2.721E-08  1.750E-05       0      0      0      0   fixed timestep
     5040  5.039E-06  1.000E-09  2.721E-08  7.514E-06       0      0      0      0   fixed timestep
     5060  5.059E-06  1.000E-09  2.721E-08  2.113E-05       0      0      0      0   fixed timestep
     5080  5.079E-06  1.000E-09  2.721E-08  3.286E-05       0      0      0      0   fixed timestep
     5100  5.099E-06  1.000E-09  2.721E-08  8.281E-07       0      0      0      0   fixed timestep
     5120  5.119E-06  1.000E-09  2.722E-08  1.472E-06       0      0      0      0   fixed timestep
     5140  5.139E-06  1.000E-09  2.722E-08  6.219E-07       0      0      0      0   fixed timestep
     5160  5.159E-06  1.000E-09  2.722E-08  1.101E-06       0      0      0      0   fixed timestep
     5180  5.179E-06  1.000E-09  2.723E-08  1.925E-06       0      0      0      0   fixed timestep
     5200  5.199E-06  1.000E-09  2.723E-08  2.872E-06       0      0      0      0   fixed timestep
     5220  5.219E-06  1.000E-09  2.723E-08  1.531E-07       0      0      0      0   fixed timestep
     5240  5.239E-06  1.000E-09  2.724E-08  6.857E-07       0      0      0      0   fixed timestep
     5260  5.259E-06  1.000E-09  2.724E-08  3.254E-06       0      0      0      0   fixed timestep
     5280  5.279E-06  1.000E-09  2.724E-08  1.035E-06       0      0      0      0   fixed timestep
     5300  5.299E-06  1.000E-09  2.724E-08  2.736E-06       0      0      0      0   fixed timestep
     5320  5.319E-06  1.000E-09  2.724E-08  1.739E-06       0      0      0      0   fixed timestep
     5340  5.339E-06  1.000E-09  2.724E-08  1.810E-07       0      0      0      0   fixed timestep
     5360  5.359E-06  1.000E-09  2.724E-08  1.916E-06       0      0      0      0   fixed timestep
     5380  5.379E-06  1.000E-09  2.724E-08  2.050E-06       0      0      0      0   fixed timestep
     5400  5.399E-06  1.000E-09  2.724E-08  1.479E-06       0      0      0      0   fixed timestep
     5420  5.419E-06  1.000E-09  2.724E-08  4.646E-07       0      0      0      0   fixed timestep
     5440  5.439E-06  1.000E-09  2.724E-08  9.902E-07       0      0      0      0   fixed timestep
     5460  5.459E-06  1.000E-09  2.724E-08  4.066E-07       0      0      0      0   fixed timestep
     5480  5.479E-06  1.000E-09  2.725E-08  5.266E-07       0      0      0      0   fixed timestep
     5500  5.499E-06  1.000E-09  2.725E-08  2.263E-07       0      0      0      0   fixed timestep
     5520  5.519E-06  1.000E-09  2.725E-08  1.175E-07       0      0      0      0   fixed timestep
     5540  5.539E-06  1.000E-09  2.725E-08  1.803E-07       0      0      0      0   fixed timestep
     5560  5.559E-06  1.000E-09  2.725E-08  2.067E-07       0      0      0      0   fixed timestep
     5580  5.579E-06  1.000E-09  2.725E-08  1.032E-05       0      0      0      0   fixed timestep
     5600  5.599E-06  1.000E-09  2.725E-08  4.511E-06       0      0      0      0   fixed timestep
     5620  5.619E-06  1.000E-09  2.725E-08  3.024E-07       0      0      0      0   fixed timestep
     5640  5.639E-06  1.000E-09  2.725E-08  6.042E-06       0      0      0      0   fixed timestep
     5660  5.659E-06  1.000E-09  2.725E-08  1.230E-06       0      0      0      0   fixed timestep
     5680  5.679E-06  1.000E-09  2.725E-08  5.679E-07       0      0      0      0   fixed timestep
     5700  5.699E-06  1.000E-09  2.725E-08  3.195E-07       0      0      0      0   fixed timestep
     5720  5.719E-06  1.000E-09  2.725E-08  2.867E-06       0      0      0      0   fixed timestep
     5740  5.739E-06  1.000E-09  2.725E-08  5.998E-06       0      0      0      0   fixed timestep
     5760  5.759E-06  1.000E-09  2.725E-08  5.843E-07       0      0      0      0   fixed timestep
     5780  5.779E-06  1.000E-09  2.726E-08  7.979E-06       0      0      0      0   fixed timestep
     5800  5.799E-06  1.000E-09  2.726E-08  1.389E-06       0      0      0      0   fixed timestep
     5820  5.819E-06  1.000E-09  2.726E-08  2.611E-07       0      0      0      0   fixed timestep
     5840  5.839E-06  1.000E-09  2.726E-08  7.008E-07       0      0      0      0   fixed timestep
     5860  5.859E-06  1.000E-09  2.726E-08  1.003E-05       0      0      0      0   fixed timestep
     5880  5.879E-06  1.000E-09  2.726E-08  1.254E-06       0      0      0      0   fixed timestep
     5900  5.899E-06  1.000E-09  2.726E-08  3.191E-07       0      0      0      0   fixed timestep
     5920  5.919E-06  1.000E-09  2.726E-08  2.023E-06       0      0      0      0   fixed timestep
     5940  5.939E-06  1.000E-09  2.726E-08  3.193E-07       0      0      0      0   fixed timestep
     5960  5.959E-06  1.000E-09  2.726E-08  1.480E-06       0      0      0      0   fixed timestep
     5980  5.979E-06  1.000E-09  2.726E-08  4.081E-06       0      0      0      0   fixed timestep
     6000  5.999E-06  1.000E-09  2.726E-08  1.450E-05       0      0      0      0   fixed timestep
     6020  6.019E-06  1.000E-09  2.726E-08  6.591E-07       0      0      0      0   fixed timestep
     6040  6.039E-06  1.000E-09  2.726E-08  8.690E-07       0      0      0      0   fixed timestep
     6060  6.059E-06  1.000E-09  2.726E-08  1.363E-06       0      0      0      0   fixed timestep
     6080  6.079E-06  1.000E-09  2.726E-08  3.215E-06       0      0      0      0   fixed timestep
     6100  6.099E-06  1.000E-09  2.726E-08  6.948E-07       0      0      0      0   fixed timestep
     6120  6.119E-06  1.000E-09  2.726E-08  2.393E-06       0      0      0      0   fixed timestep
     6140  6.139E-06  1.000E-09  2.727E-08  1.350E-07       0      0      0      0   fixed timestep
     6160  6.159E-06  1.000E-09  2.726E-08  2.190E-06       0      0      0      0   fixed timestep
     6180  6.179E-06  1.000E-09  2.726E-08  1.196E-07       0      0      0      0   fixed timestep
     6200  6.199E-06  1.000E-09  2.725E-08  2.738E-06       0      0      0      0   fixed timestep
     6220  6.219E-06  1.000E-09  2.725E-08  2.915E-06       0      0      0      0   fixed timestep
     6240  6.239E-06  1.000E-09  2.725E-08  1.056E-06       0      0      0      0   fixed timestep
     6260  6.259E-06  1.000E-09  2.725E-08  2.946E-07       0      0      0      0   fixed timestep
     6280  6.279E-06  1.000E-09  2.726E-08  2.507E-06       0      0      0      0   fixed timestep
     6300  6.299E-06  1.000E-09  2.726E-08  1.047E-04       0      0      0      0   fixed timestep
     6320  6.319E-06  1.000E-09  2.726E-08  4.055E-07       0      0      0      0   fixed timestep
     6340  6.339E-06  1.000E-09  2.726E-08  9.679E-07       0      0      0      0   fixed timestep
     6360  6.359E-06  1.000E-09  2.726E-08  9.290E-07       0      0      0      0   fixed timestep
     6380  6.379E-06  1.000E-09  2.726E-08  2.661E-06       0      0      0      0   fixed timestep
     6400  6.399E-06  1.000E-09  2.726E-08  2.961E-06       0      0      0      0   fixed timestep
     6420  6.419E-06  1.000E-09  2.726E-08  1.081E-06       0      0      0      0   fixed timestep
     6440  6.439E-06  1.000E-09  2.727E-08  3.138E-07       0      0      0      0   fixed timestep
     6460  6.459E-06  1.000E-09  2.727E-08  3.664E-07       0      0      0      0   fixed timestep
     6480  6.479E-06  1.000E-09  2.727E-08  1.258E-06       0      0      0      0   fixed timestep
     6500  6.499E-06  1.000E-09  2.727E-08  1.738E-07       0      0      0      0   fixed timestep
     6520  6.519E-06  1.000E-09  2.727E-08  2.555E-07       0      0      0      0   fixed timestep
     6540  6.539E-06  1.000E-09  2.728E-08  8.342E-08       0      0      0      0   fixed timestep
     6560  6.559E-06  1.000E-09  2.728E-08  4.180E-07       0      0      0      0   fixed timestep
     6580  6.579E-06  1.000E-09  2.728E-08  4.181E-07       0      0      0      0   fixed timestep
     6600  6.599E-06  1.000E-09  2.728E-08  4.678E-07       0      0      0      0   fixed timestep
     6620  6.619E-06  1.000E-09  2.728E-08  2.744E-06       0      0      0      0   fixed timestep
     6640  6.639E-06  1.000E-09  2.728E-08  7.350E-07       0      0      0      0   fixed timestep
     6660  6.659E-06  1.000E-09  2.728E-08  3.623E-06       0      0      0      0   fixed timestep
     6680  6.679E-06  1.000E-09  2.728E-08  2.889E-07       0      0      0      0   fixed timestep
     6700  6.699E-06  1.000E-09  2.728E-08  2.630E-07       0      0      0      0   fixed timestep
     6720  6.719E-06  1.000E-09  2.728E-08  2.884E-06       0      0      0      0   fixed timestep
     6740  6.739E-06  1.000E-09  2.728E-08  8.692E-07       0      0      0      0   fixed timestep
     6760  6.759E-06  1.000E-09  2.728E-08  2.681E-07       0      0      0      0   fixed timestep
     6780  6.779E-06  1.000E-09  2.728E-08  2.642E-07       0      0      0      0   fixed timestep
     6800  6.799E-06  1.000E-09  2.728E-08  7.433E-07       0      0      0      0   fixed timestep
     6820  6.819E-06  1.000E-09  2.728E-08  4.055E-07       0      0      0      0   fixed timestep
     6840  6.839E-06  1.000E-09  2.728E-08  2.906E-05       0      0      0      0   fixed timestep
     6860  6.859E-06  1.000E-09  2.728E-08  5.668E-07       0      0      0      0   fixed timestep
     6880  6.879E-06  1.000E-09  2.728E-08  7.156E-07       0      0      0      0   fixed timestep
     6900  6.899E-06  1.000E-09  2.729E-08  2.780E-07       0      0      0      0   fixed timestep
     6920  6.919E-06  1.000E-09  2.729E-08  5.900E-06       0      0      0      0   fixed timestep
     6940  6.939E-06  1.000E-09  2.729E-08  4.627E-07       0      0      0      0   fixed timestep
     6960  6.959E-06  1.000E-09  2.729E-08  4.695E-07       0      0      0      0   fixed timestep
     6980  6.979E-06  1.000E-09  2.729E-08  3.294E-07       0      0      0      0   fixed timestep
     7000  6.999E-06  1.000E-09  2.729E-08  7.111E-06       0      0      0      0   fixed timestep
     7020  7.019E-06  1.000E-09  2.729E-08  5.106E-07       0      0      0      0   fixed timestep
     7040  7.039E-06  1.000E-09  2.729E-08  1.852E-06       0      0      0      0   fixed timestep
     7060  7.059E-06  1.000E-09  2.729E-08  9.667E-06       0      0      0      0   fixed timestep
     7080  7.079E-06  1.000E-09  2.729E-08  5.166E-07       0      0      0      0   fixed timestep
     7100  7.099E-06  1.000E-09  2.729E-08  4.351E-07       0      0      0      0   fixed timestep
     7120  7.119E-06  1.000E-09  2.729E-08  2.866E-06       0      0      0      0   fixed timestep
     7140  7.139E-06  1.000E-09  2.729E-08  2.836E-07       0      0      0      0   fixed timestep
     7160  7.159E-06  1.000E-09  2.729E-08  1.221E-07       0      0      0      0   fixed timestep
     7180  7.179E-06  1.000E-09  2.729E-08  1.487E-06       0      0      0      0   fixed timestep
     7200  7.199E-06  1.000E-09  2.729E-08  1.274E-07       0      0      0      0   fixed timestep
     7220  7.219E-06  1.000E-09  2.729E-08  1.953E-07       0      0      0      0   fixed timestep
     7240  7.239E-06  1.000E-09  2.729E-08  7.467E-07       0      0      0      0   fixed timestep
     7260  7.259E-06  1.000E-09  2.729E-08  4.013E-06       0      0      0      0   fixed timestep
     7280  7.279E-06  1.000E-09  2.729E-08  9.378E-07       0      0      0      0   fixed timestep
     7300  7.299E-06  1.000E-09  2.729E-08  3.671E-07       0      0      0      0   fixed timestep
     7320  7.319E-06  1.000E-09  2.730E-08  7.156E-07       0      0      0      0   fixed timestep
     7340  7.339E-06  1.000E-09  2.730E-08  1.052E-06       0      0      0      0   fixed timestep
     7360  7.359E-06  1.000E-09  2.729E-08  5.498E-07       0      0      0      0   fixed timestep
     7380  7.379E-06  1.000E-09  2.729E-08  1.399E-06       0      0      0      0   fixed timestep
     7400  7.399E-06  1.000E-09  2.729E-08  5.096E-07       0      0      0      0   fixed timestep
     7420  7.419E-06  1.000E-09  2.729E-08  2.908E-07       0      0      0      0   fixed timestep
     7440  7.439E-06  1.000E-09  2.728E-08  1.227E-06       0      0      0      0   fixed timestep
     7460  7.459E-06  1.000E-09  2.728E-08  1.765E-07       0      0      0      0   fixed timestep
     7480  7.479E-06  1.000E-09  2.728E-08  3.688E-07       0      0      0      0   fixed timestep
     7500  7.499E-06  1.000E-09  2.728E-08  4.724E-06       0      0      0      0   fixed timestep
     7520  7.519E-06  1.000E-09  2.728E-08  2.203E-06       0      0      0      0   fixed timestep
     7540  7.539E-06  1.000E-09  2.728E-08  6.862E-07       0      0      0      0   fixed timestep
     7560  7.559E-06  1.000E-09  2.729E-08  7.994E-07       0      0      0      0   fixed timestep
     7580  7.579E-06  1.000E-09  2.729E-08  6.219E-07       0      0      0      0   fixed timestep
     7600  7.599E-06  1.000E-09  2.730E-08  3.907E-06       0      0      0      0   fixed timestep
     7620  7.619E-06  1.000E-09  2.730E-08  3.679E-06       0      0      0      0   fixed timestep
     7640  7.639E-06  1.000E-09  2.730E-08  1.941E-06       0      0      0      0   fixed timestep
     7660  7.659E-06  1.000E-09  2.730E-08  7.618E-07       0      0      0      0   fixed timestep
     7680  7.679E-06  1.000E-09  2.730E-08  2.104E-06       0      0      0      0   fixed timestep
     7700  7.699E-06  1.000E-09  2.730E-08  2.805E-07       0      0      0      0   fixed timestep
     7720  7.719E-06  1.000E-09  2.730E-08  2.307E-07       0      0      0      0   fixed timestep
     7740  7.739E-06  1.000E-09  2.730E-08  6.065E-07       0      0      0      0   fixed timestep
     7760  7.759E-06  1.000E-09  2.730E-08  2.182E-07       0      0      0      0   fixed timestep
     7780  7.779E-06  1.000E-09  2.730E-08  3.032E-06       0      0      0      0   fixed timestep
     7800  7.799E-06  1.000E-09  2.730E-08  8.873E-06       0      0      0      0   fixed timestep
     7820  7.819E-06  1.000E-09  2.731E-08  1.306E-07       0      0      0      0   fixed timestep
     7840  7.839E-06  1.000E-09  2.731E-08  7.816E-07       0      0      0      0   fixed timestep
     7860  7.859E-06  1.000E-09  2.731E-08  8.318E-07       0      0      0      0   fixed timestep
     7880  7.879E-06  1.000E-09  2.731E-08  2.609E-07       0      0      0      0   fixed timestep
     7900  7.899E-06  1.000E-09  2.731E-08  2.695E-07       0      0      0      0   fixed timestep
     7920  7.919E-06  1.000E-09  2.731E-08  1.257E-07       0      0      0      0   fixed timestep
     7940  7.939E-06  1.000E-09  2.731E-08  7.046E-07       0      0      0      0   fixed timestep
     7960  7.959E-06  1.000E-09  2.731E-08  3.489E-07       0      0      0      0   fixed timestep
     7980  7.979E-06  1.000E-09  2.731E-08  3.455E-06       0      0      0      0   fixed timestep
     8000  7.999E-06  1.000E-09  2.731E-08  3.247E-06       0      0      0      0   fixed timestep
     8020  8.019E-06  1.000E-09  2.731E-08  3.622E-07       0      0      0      0   fixed timestep
     8040  8.039E-06  1.000E-09  2.731E-08  1.712E-06       0      0      0      0   fixed timestep
     8060  8.059E-06  1.000E-09  2.731E-08  3.447E-07       0      0      0      0   fixed timestep
     8080  8.079E-06  1.000E-09  2.731E-08  1.647E-06       0      0      0      0   fixed timestep
     8100  8.099E-06  1.000E-09  2.731E-08  1.109E-06       0      0      0      0   fixed timestep
     8120  8.119E-06  1.000E-09  2.731E-08  3.014E-07       0      0      0      0   fixed timestep
     8140  8.139E-06  1.000E-09  2.731E-08  4.104E-07       0      0      0      0   fixed timestep
     8160  8.159E-06  1.000E-09  2.731E-08  3.817E-06       0      0      0      0   fixed timestep
     8180  8.179E-06  1.000E-09  2.731E-08  5.581E-07       0      0      0      0   fixed timestep
     8200  8.199E-06  1.000E-09  2.731E-08  1.417E-07       0      0      0      0   fixed timestep
     8220  8.219E-06  1.000E-09  2.731E-08  1.114E-06       0      0      0      0   fixed timestep
     8240  8.239E-06  1.000E-09  2.731E-08  7.444E-07       0      0      0      0   fixed timestep
     8260  8.259E-06  1.000E-09  2.731E-08  2.326E-07       0      0      0      0   fixed timestep
     8280  8.279E-06  1.000E-09  2.731E-08  7.594E-07       0      0      0      0   fixed timestep
     8300  8.299E-06  1.000E-09  2.731E-08  3.085E-07       0      0      0      0   fixed timestep
     8320  8.319E-06  1.000E-09  2.731E-08  1.132E-05       0      0      0      0   fixed timestep
     8340  8.339E-06  1.000E-09  2.731E-08  1.086E-06       0      0      0      0   fixed timestep
     8360  8.359E-06  1.000E-09  2.731E-08  2.209E-07       0      0      0      0   fixed timestep
     8380  8.379E-06  1.000E-09  2.731E-08  7.303E-07       0      0      0      0   fixed timestep
     8400  8.399E-06  1.000E-09  2.731E-08  3.892E-06       0      0      0      0   fixed timestep
     8420  8.419E-06  1.000E-09  2.732E-08  4.172E-07       0      0      0      0   fixed timestep
     8440  8.439E-06  1.000E-09  2.732E-08  1.245E-07       0      0      0      0   fixed timestep
     8460  8.459E-06  1.000E-09  2.732E-08  4.991E-06       0      0      0      0   fixed timestep
     8480  8.479E-06  1.000E-09  2.732E-08  4.155E-07       0      0      0      0   fixed timestep
     8500  8.499E-06  1.000E-09  2.732E-08  5.492E-07       0      0      0      0   fixed timestep
     8520  8.519E-06  1.000E-09  2.732E-08  4.646E-07       0      0      0      0   fixed timestep
     8540  8.539E-06  1.000E-09  2.732E-08  2.071E-07       0      0      0      0   fixed timestep
     8560  8.559E-06  1.000E-09  2.732E-08  2.062E-07       0      0      0      0   fixed timestep
     8580  8.579E-06  1.000E-09  2.732E-08  2.121E-06       0      0      0      0   fixed timestep
     8600  8.599E-06  1.000E-09  2.732E-08  1.140E-05       0      0      0      0   fixed timestep
     8620  8.619E-06  1.000E-09  2.732E-08  1.043E-06       0      0      0      0   fixed timestep
     8640  8.639E-06  1.000E-09  2.732E-08  1.061E-07       0      0      0      0   fixed timestep
     8660  8.659E-06  1.000E-09  2.731E-08  3.903E-07       0      0      0      0   fixed timestep
     8680  8.679E-06  1.000E-09  2.731E-08  2.974E-07       0      0      0      0   fixed timestep
     8700  8.699E-06  1.000E-09  2.732E-08  1.739E-06       0      0      0      0   fixed timestep
     8720  8.719E-06  1.000E-09  2.732E-08  1.468E-06       0      0      0      0   fixed timestep
     8740  8.739E-06  1.000E-09  2.732E-08  9.400E-07       0      0      0      0   fixed timestep
     8760  8.759E-06  1.000E-09  2.732E-08  3.752E-07       0      0      0      0   fixed timestep
     8780  8.779E-06  1.000E-09  2.732E-08  6.441E-07       0      0      0      0   fixed timestep
     8800  8.799E-06  1.000E-09  2.731E-08  2.084E-05       0      0      0      0   fixed timestep
     8820  8.819E-06  1.000E-09  2.731E-08  1.609E-06       0      0      0      0   fixed timestep
     8840  8.839E-06  1.000E-09  2.732E-08  9.467E-06       0      0      0      0   fixed timestep
     8860  8.859E-06  1.000E-09  2.732E-08  9.773E-07       0      0      0      0   fixed timestep
     8880  8.879E-06  1.000E-09  2.732E-08  9.524E-06       0      0      0      0   fixed timestep
     8900  8.899E-06  1.000E-09  2.732E-08  1.820E-07       0      0      0      0   fixed timestep
     8920  8.919E-06  1.000E-09  2.732E-08  1.734E-06       0      0      0      0   fixed timestep
     8940  8.939E-06  1.000E-09  2.732E-08  5.471E-07       0      0      0      0   fixed timestep
     8960  8.959E-06  1.000E-09  2.732E-08  3.148E-07       0      0      0      0   fixed timestep
     8980  8.979E-06  1.000E-09  2.732E-08  5.226E-07       0      0      0      0   fixed timestep
     9000  8.999E-06  1.000E-09  2.732E-08  9.633E-08       0      0      0      0   fixed timestep
     9020  9.019E-06  1.000E-09  2.732E-08  9.340E-07       0      0      0      0   fixed timestep
     9040  9.039E-06  1.000E-09  2.732E-08  3.375E-07       0      0      0      0   fixed timestep
     9060  9.059E-06  1.000E-09  2.732E-08  9.487E-07       0      0      0      0   fixed timestep
     9080  9.079E-06  1.000E-09  2.732E-08  4.168E-07       0      0      0      0   fixed timestep
     9100  9.099E-06  1.000E-09  2.732E-08  3.977E-07       0      0      0      0   fixed timestep
     9120  9.119E-06  1.000E-09  2.732E-08  4.200E-07       0      0      0      0   fixed timestep
     9140  9.139E-06  1.000E-09  2.732E-08  1.016E-06       0      0      0      0   fixed timestep
     9160  9.159E-06  1.000E-09  2.732E-08  4.003E-05       0      0      0      0   fixed timestep
     9180  9.179E-06  1.000E-09  2.732E-08  1.570E-07       0      0      0      0   fixed timestep
     9200  9.199E-06  1.000E-09  2.733E-08  5.792E-07       0      0      0      0   fixed timestep
     9220  9.219E-06  1.000E-09  2.733E-08  1.445E-06       0      0      0      0   fixed timestep
     9240  9.239E-06  1.000E-09  2.733E-08  3.369E-07       0      0      0      0   fixed timestep
     9260  9.259E-06  1.000E-09  2.733E-08  2.926E-07       0      0      0      0   fixed timestep
     9280  9.279E-06  1.000E-09  2.733E-08  8.753E-07       0      0      0      0   fixed timestep
     9300  9.299E-06  1.000E-09  2.733E-08  1.180E-06       0      0      0      0   fixed timestep
     9320  9.319E-06  1.000E-09  2.733E-08  7.287E-07       0      0      0      0   fixed timestep
     9340  9.339E-06  1.000E-09  2.733E-08  2.129E-07       0      0      0      0   fixed timestep
     9360  9.359E-06  1.000E-09  2.733E-08  3.840E-07       0      0      0      0   fixed timestep
     9380  9.379E-06  1.000E-09  2.733E-08  2.337E-07       0      0      0      0   fixed timestep
     9400  9.399E-06  1.000E-09  2.733E-08  9.815E-07       0      0      0      0   fixed timestep
     9420  9.419E-06  1.000E-09  2.733E-08  2.091E-07       0      0      0      0   fixed timestep
     9440  9.439E-06  1.000E-09  2.733E-08  9.689E-08       0      0      0      0   fixed timestep
     9460  9.459E-06  1.000E-09  2.733E-08  2.752E-06       0      0      0      0   fixed timestep
     9480  9.479E-06  1.000E-09  2.733E-08  3.140E-06       0      0      0      0   fixed timestep
     9500  9.499E-06  1.000E-09  2.733E-08  3.613E-07       0      0      0      0   fixed timestep
     9520  9.519E-06  1.000E-09  2.733E-08  3.302E-05       0      0      0      0   fixed timestep
     9540  9.539E-06  1.000E-09  2.733E-08  2.386E-05       0      0      0      0   fixed timestep
     9560  9.559E-06  1.000E-09  2.733E-08  1.177E-05       0      0      0      0   fixed timestep
     9580  9.579E-06  1.000E-09  2.733E-08  2.901E-06       0      0      0      0   fixed timestep
     9600  9.599E-06  1.000E-09  2.733E-08  2.846E-06       0      0      0      0   fixed timestep
     9620  9.619E-06  1.000E-09  2.733E-08  1.259E-05       0      0      0      0   fixed timestep
     9640  9.639E-06  1.000E-09  2.733E-08  1.673E-06       0      0      0      0   fixed timestep
     9660  9.659E-06  1.000E-09  2.733E-08  1.176E-05       0      0      0      0   fixed timestep
     9680  9.679E-06  1.000E-09  2.733E-08  4.887E-07       0      0      0      0   fixed timestep
     9700  9.699E-06  1.000E-09  2.733E-08  5.404E-07       0      0      0      0   fixed timestep
     9720  9.719E-06  1.000E-09  2.733E-08  3.382E-07       0      0      0      0   fixed timestep
     9740  9.739E-06  1.000E-09  2.733E-08  1.916E-07       0      0      0      0   fixed timestep
     9760  9.759E-06  1.000E-09  2.733E-08  3.415E-07       0      0      0      0   fixed timestep
     9780  9.779E-06  1.000E-09  2.733E-08  8.703E-07       0      0      0      0   fixed timestep
     9800  9.799E-06  1.000E-09  2.733E-08  1.884E-06       0      0      0      0   fixed timestep
     9820  9.819E-06  1.000E-09  2.733E-08  2.648E-07       0      0      0      0   fixed timestep
     9840  9.839E-06  1.000E-09  2.733E-08  1.053E-07       0      0      0      0   fixed timestep
     9860  9.859E-06  1.000E-09  2.733E-08  1.592E-06       0      0      0      0   fixed timestep
     9880  9.879E-06  1.000E-09  2.733E-08  5.668E-07       0      0      0      0   fixed timestep
     9900  9.899E-06  1.000E-09  2.733E-08  6.490E-07       0      0      0      0   fixed timestep
     9920  9.919E-06  1.000E-09  2.733E-08  2.563E-07       0      0      0      0   fixed timestep
     9940  9.939E-06  1.000E-09  2.732E-08  2.754E-06       0      0      0      0   fixed timestep
     9960  9.959E-06  1.000E-09  2.732E-08  8.060E-07       0      0      0      0   fixed timestep
     9980  9.979E-06  1.000E-09  2.732E-08  5.636E-07       0      0      0      0   fixed timestep
    10000  9.999E-06  1.000E-09  2.732E-08  1.324E-06       0      0      0      0   fixed timestep
    10020  1.002E-05  1.000E-09  2.732E-08  2.916E-07       0      0      0      0   fixed timestep
    10040  1.004E-05  1.000E-09  2.732E-08  1.972E-05       0      0      0      0   fixed timestep
    10060  1.006E-05  1.000E-09  2.733E-08  6.544E-07       0      0      0      0   fixed timestep
    10080  1.008E-05  1.000E-09  2.733E-08  2.096E-07       0      0      0      0   fixed timestep
    10100  1.010E-05  1.000E-09  2.732E-08  1.531E-06       0      0      0      0   fixed timestep
    10120  1.012E-05  1.000E-09  2.732E-08  1.870E-06       0      0      0      0   fixed timestep
    10140  1.014E-05  1.000E-09  2.732E-08  1.499E-06       0      0      0      0   fixed timestep
    10160  1.016E-05  1.000E-09  2.733E-08  5.715E-07       0      0      0      0   fixed timestep
    10180  1.018E-05  1.000E-09  2.733E-08  1.301E-06       0      0      0      0   fixed timestep
    10200  1.020E-05  1.000E-09  2.733E-08  3.446E-07       0      0      0      0   fixed timestep
    10220  1.022E-05  1.000E-09  2.733E-08  1.973E-06       0      0      0      0   fixed timestep
    10240  1.024E-05  1.000E-09  2.733E-08  3.672E-07       0      0      0      0   fixed timestep
    10260  1.026E-05  1.000E-09  2.733E-08  2.640E-07       0      0      0      0   fixed timestep
    10280  1.028E-05  1.000E-09  2.733E-08  4.792E-07       0      0      0      0   fixed timestep
    10300  1.030E-05  1.000E-09  2.733E-08  2.266E-06       0      0      0      0   fixed timestep
    10320  1.032E-05  1.000E-09  2.733E-08  9.780E-07       0      0      0      0   fixed timestep
    10340  1.034E-05  1.000E-09  2.733E-08  2.339E-07       0      0      0      0   fixed timestep
    10360  1.036E-05  1.000E-09  2.733E-08  1.685E-06       0      0      0      0   fixed timestep
    10380  1.038E-05  1.000E-09  2.733E-08  6.007E-07       0      0      0      0   fixed timestep
    10400  1.040E-05  1.000E-09  2.733E-08  7.364E-07       0      0      0      0   fixed timestep
    10420  1.042E-05  1.000E-09  2.733E-08  7.217E-07       0      0      0      0   fixed timestep
    10440  1.044E-05  1.000E-09  2.733E-08  4.465E-07       0      0      0      0   fixed timestep
    10460  1.046E-05  1.000E-09  2.733E-08  1.645E-07       0      0      0      0   fixed timestep
    10480  1.048E-05  1.000E-09  2.733E-08  4.538E-07       0      0      0      0   fixed timestep
    10500  1.050E-05  1.000E-09  2.733E-08  2.299E-07       0      0      0      0   fixed timestep
    10520  1.052E-05  1.000E-09  2.733E-08  2.015E-06       0      0      0      0   fixed timestep
    10540  1.054E-05  1.000E-09  2.733E-08  9.159E-06       0      0      0      0   fixed timestep
    10560  1.056E-05  1.000E-09  2.733E-08  9.563E-07       0      0      0      0   fixed timestep
    10580  1.058E-05  1.000E-09  2.733E-08  8.667E-07       0      0      0      0   fixed timestep
    10600  1.060E-05  1.000E-09  2.733E-08  4.490E-07       0      0      0      0   fixed timestep
    10620  1.062E-05  1.000E-09  2.733E-08  3.047E-07       0      0      0      0   fixed timestep
