# C01-i_time   C02-time     C03-u        C04-v        C05-w        C06-rho      C07-T        C08-P        C09-Mass     C10-X Mom    C11-Y Mom    C12-H2       C13-O2       C14-O        C15-OH       C16-H2O      C17-H        C18-HO2      C19-H2O2     C20-CO       C21-CO2      C22-HCO      C23-N2    
#              (sec)        (cm/s)       (cm/s)       (cm/s)       (g/cm^3)     (K)          (atm)        g/cm^3                                                                                                                                                                                          
        6700  6.700E-006  -6.538E+001   0.000E+000   0.000E+000   2.669E-004   1.052E+003   9.999E-001   2.893E+002  -3.189E-015   0.000E+000   9.346E-003   1.854E-001   3.990E-010   1.314E-010   9.001E-010   8.626E-011   8.089E-010   3.394E-013   1.948E-001   1.667E-009   4.018E-013   6.104E-001
        6800  6.800E-006  -6.397E+001   0.000E+000   0.000E+000   2.670E-004   1.053E+003   9.999E-001   2.893E+002   7.087E-016   0.000E+000   9.346E-003   1.854E-001   4.090E-010   1.352E-010   9.372E-010   8.874E-011   8.372E-010   3.559E-013   1.948E-001   1.712E-009   4.133E-013   6.104E-001
        6900  6.900E-006  -6.200E+001   0.000E+000   0.000E+000   2.672E-004   1.053E+003   9.999E-001   2.893E+002   4.961E-015   0.000E+000   9.346E-003   1.854E-001   4.191E-010   1.391E-010   9.753E-010   9.127E-011   8.661E-010   3.730E-013   1.948E-001   1.757E-009   4.250E-013   6.104E-001
        7000  7.000E-006  -7.019E+001   0.000E+000   0.000E+000   2.673E-004   1.053E+003   9.999E-001   2.893E+002   5.492E-015   0.000E+000   9.346E-003   1.854E-001   4.294E-010   1.430E-010   1.014E-009   9.383E-011   8.956E-010   3.907E-013   1.948E-001   1.803E-009   4.369E-013   6.104E-001
        7100  7.100E-006  -6.498E+001   0.000E+000   0.000E+000   2.674E-004   1.054E+003   1.000E+000   2.893E+002   3.366E-015   0.000E+000   9.346E-003   1.854E-001   4.399E-010   1.471E-010   1.054E-009   9.645E-011   9.259E-010   4.090E-013   1.948E-001   1.849E-009   4.491E-013   6.104E-001
        7200  7.200E-006  -4.262E+001   0.000E+000   0.000E+000   2.676E-004   1.055E+003   1.000E+000   2.893E+002   2.392E-015   0.000E+000   9.346E-003   1.854E-001   4.506E-010   1.512E-010   1.095E-009   9.911E-011   9.568E-010   4.280E-013   1.948E-001   1.897E-009   4.616E-013   6.104E-001
        7300  7.300E-006  -4.174E+001   0.000E+000   0.000E+000   2.678E-004   1.055E+003   1.000E+000   2.893E+002   3.189E-015   0.000E+000   9.346E-003   1.854E-001   4.615E-010   1.555E-010   1.137E-009   1.018E-010   9.885E-010   4.476E-013   1.948E-001   1.945E-009   4.743E-013   6.104E-001
        7400  7.400E-006  -6.580E+001   0.000E+000   0.000E+000   2.678E-004   1.055E+003   9.999E-001   2.893E+002   3.720E-015   0.000E+000   9.346E-003   1.854E-001   4.725E-010   1.598E-010   1.180E-009   1.046E-010   1.021E-009   4.679E-013   1.948E-001   1.993E-009   4.870E-013   6.104E-001
        7500  7.500E-006  -6.035E+001   0.000E+000   0.000E+000   2.679E-004   1.055E+003   1.000E+000   2.893E+002   4.429E-015   0.000E+000   9.346E-003   1.854E-001   4.837E-010   1.641E-010   1.224E-009   1.074E-010   1.054E-009   4.888E-013   1.948E-001   2.042E-009   4.998E-013   6.104E-001
        7600  7.600E-006  -5.829E+001   0.000E+000   0.000E+000   2.680E-004   1.056E+003   9.999E-001   2.893E+002   1.028E-014   0.000E+000   9.346E-003   1.854E-001   4.951E-010   1.685E-010   1.269E-009   1.102E-010   1.088E-009   5.104E-013   1.948E-001   2.092E-009   5.129E-013   6.104E-001
        7700  7.700E-006  -6.230E+001   0.000E+000   0.000E+000   2.680E-004   1.056E+003   9.999E-001   2.893E+002   6.555E-015   0.000E+000   9.346E-003   1.854E-001   5.066E-010   1.730E-010   1.316E-009   1.131E-010   1.122E-009   5.327E-013   1.948E-001   2.142E-009   5.262E-013   6.104E-001
        7800  7.800E-006  -6.417E+001   0.000E+000   0.000E+000   2.681E-004   1.057E+003   1.000E+000   2.893E+002   1.134E-014   0.000E+000   9.346E-003   1.854E-001   5.184E-010   1.776E-010   1.363E-009   1.161E-010   1.157E-009   5.557E-013   1.948E-001   2.193E-009   5.398E-013   6.104E-001
        7900  7.900E-006  -5.301E+001   0.000E+000   0.000E+000   2.682E-004   1.057E+003   1.000E+000   2.893E+002   1.559E-014   0.000E+000   9.346E-003   1.854E-001   5.303E-010   1.822E-010   1.412E-009   1.191E-010   1.193E-009   5.794E-013   1.948E-001   2.245E-009   5.536E-013   6.104E-001
        8000  8.000E-006  -3.974E+001   0.000E+000   0.000E+000   2.683E-004   1.057E+003   1.000E+000   2.893E+002   1.346E-014   0.000E+000   9.346E-003   1.854E-001   5.424E-010   1.869E-010   1.462E-009   1.221E-010   1.230E-009   6.038E-013   1.948E-001   2.297E-009   5.675E-013   6.104E-001
        8100  8.100E-006  -6.075E+001   0.000E+000   0.000E+000   2.684E-004   1.057E+003   1.000E+000   2.893E+002   1.470E-014   0.000E+000   9.346E-003   1.854E-001   5.548E-010   1.918E-010   1.513E-009   1.252E-010   1.267E-009   6.290E-013   1.948E-001   2.350E-009   5.817E-013   6.104E-001
        8200  8.200E-006  -6.024E+001   0.000E+000   0.000E+000   2.685E-004   1.058E+003   1.000E+000   2.893E+002   1.045E-014   0.000E+000   9.346E-003   1.854E-001   5.673E-010   1.967E-010   1.565E-009   1.283E-010   1.305E-009   6.550E-013   1.948E-001   2.403E-009   5.961E-013   6.104E-001
        8300  8.300E-006  -5.886E+001   0.000E+000   0.000E+000   2.686E-004   1.058E+003   1.000E+000   2.893E+002   8.327E-015   0.000E+000   9.346E-003   1.854E-001   5.800E-010   2.016E-010   1.619E-009   1.315E-010   1.344E-009   6.818E-013   1.948E-001   2.457E-009   6.108E-013   6.104E-001
        8400  8.400E-006  -6.301E+001   0.000E+000   0.000E+000   2.687E-004   1.058E+003   9.999E-001   2.893E+002   7.087E-015   0.000E+000   9.346E-003   1.854E-001   5.930E-010   2.067E-010   1.673E-009   1.347E-010   1.384E-009   7.094E-013   1.948E-001   2.512E-009   6.257E-013   6.104E-001
        8500  8.500E-006  -7.230E+001   0.000E+000   0.000E+000   2.688E-004   1.059E+003   1.000E+000   2.893E+002   9.213E-015   0.000E+000   9.346E-003   1.854E-001   6.062E-010   2.119E-010   1.730E-009   1.380E-010   1.425E-009   7.378E-013   1.948E-001   2.568E-009   6.409E-013   6.104E-001
        8600  8.600E-006  -6.272E+001   0.000E+000   0.000E+000   2.690E-004   1.059E+003   1.000E+000   2.893E+002   0.000E+000   0.000E+000   9.346E-003   1.854E-001   6.195E-010   2.171E-010   1.787E-009   1.413E-010   1.466E-009   7.671E-013   1.948E-001   2.624E-009   6.563E-013   6.104E-001
        8700  8.700E-006  -4.182E+001   0.000E+000   0.000E+000   2.692E-004   1.060E+003   1.000E+000   2.893E+002  -2.835E-015   0.000E+000   9.346E-003   1.854E-001   6.332E-010   2.225E-010   1.846E-009   1.447E-010   1.509E-009   7.973E-013   1.948E-001   2.681E-009   6.723E-013   6.104E-001
        8800  8.800E-006  -5.217E+001   0.000E+000   0.000E+000   2.691E-004   1.060E+003   9.999E-001   2.893E+002   5.315E-016   0.000E+000   9.346E-003   1.854E-001   6.471E-010   2.280E-010   1.906E-009   1.482E-010   1.552E-009   8.284E-013   1.948E-001   2.739E-009   6.884E-013   6.104E-001
        8900  8.900E-006  -6.081E+001   0.000E+000   0.000E+000   2.692E-004   1.060E+003   1.000E+000   2.893E+002  -1.063E-015   0.000E+000   9.346E-003   1.854E-001   6.612E-010   2.336E-010   1.968E-009   1.517E-010   1.596E-009   8.604E-013   1.948E-001   2.798E-009   7.045E-013   6.104E-001
        9000  9.000E-006  -5.624E+001   0.000E+000   0.000E+000   2.692E-004   1.060E+003   1.000E+000   2.893E+002   8.858E-016   0.000E+000   9.346E-003   1.854E-001   6.755E-010   2.392E-010   2.031E-009   1.553E-010   1.640E-009   8.932E-013   1.948E-001   2.858E-009   7.209E-013   6.104E-001
        9100  9.100E-006  -5.552E+001   0.000E+000   0.000E+000   2.693E-004   1.061E+003   9.999E-001   2.893E+002   1.488E-014   0.000E+000   9.346E-003   1.854E-001   6.900E-010   2.449E-010   2.096E-009   1.589E-010   1.686E-009   9.270E-013   1.948E-001   2.918E-009   7.376E-013   6.104E-001
        9200  9.200E-006  -5.793E+001   0.000E+000   0.000E+000   2.693E-004   1.061E+003   9.999E-001   2.893E+002   1.098E-014   0.000E+000   9.346E-003   1.854E-001   7.048E-010   2.508E-010   2.162E-009   1.626E-010   1.732E-009   9.618E-013   1.948E-001   2.979E-009   7.546E-013   6.104E-001
        9300  9.300E-006  -5.540E+001   0.000E+000   0.000E+000   2.694E-004   1.061E+003   1.000E+000   2.893E+002   1.258E-014   0.000E+000   9.346E-003   1.854E-001   7.198E-010   2.567E-010   2.229E-009   1.664E-010   1.779E-009   9.975E-013   1.948E-001   3.041E-009   7.719E-013   6.104E-001
        9400  9.400E-006  -3.455E+001   0.000E+000   0.000E+000   2.695E-004   1.061E+003   1.000E+000   2.893E+002   1.435E-014   0.000E+000   9.346E-003   1.854E-001   7.350E-010   2.627E-010   2.298E-009   1.702E-010   1.827E-009   1.034E-012   1.948E-001   3.103E-009   7.895E-013   6.104E-001
        9500  9.500E-006  -3.858E+001   0.000E+000   0.000E+000   2.695E-004   1.062E+003   1.000E+000   2.893E+002   1.152E-014   0.000E+000   9.346E-003   1.854E-001   7.505E-010   2.689E-010   2.368E-009   1.741E-010   1.876E-009   1.072E-012   1.948E-001   3.166E-009   8.074E-013   6.104E-001
        9600  9.600E-006  -5.233E+001   0.000E+000   0.000E+000   2.696E-004   1.062E+003   1.000E+000   2.893E+002   8.504E-015   0.000E+000   9.346E-003   1.854E-001   7.663E-010   2.751E-010   2.440E-009   1.780E-010   1.927E-009   1.111E-012   1.948E-001   3.230E-009   8.256E-013   6.104E-001
        9700  9.700E-006  -5.150E+001   0.000E+000   0.000E+000   2.697E-004   1.062E+003   1.000E+000   2.893E+002   1.453E-014   0.000E+000   9.346E-003   1.854E-001   7.823E-010   2.814E-010   2.514E-009   1.821E-010   1.978E-009   1.151E-012   1.948E-001   3.295E-009   8.441E-013   6.104E-001
        9800  9.800E-006  -5.369E+001   0.000E+000   0.000E+000   2.697E-004   1.062E+003   1.000E+000   2.893E+002   1.169E-014   0.000E+000   9.346E-003   1.854E-001   7.985E-010   2.879E-010   2.589E-009   1.861E-010   2.030E-009   1.191E-012   1.948E-001   3.361E-009   8.630E-013   6.104E-001
        9900  9.900E-006  -6.470E+001   0.000E+000   0.000E+000   2.698E-004   1.063E+003   9.999E-001   2.893E+002   9.567E-015   0.000E+000   9.346E-003   1.854E-001   8.151E-010   2.944E-010   2.666E-009   1.903E-010   2.083E-009   1.233E-012   1.948E-001   3.428E-009   8.821E-013   6.104E-001
       10000  1.000E-005  -6.787E+001   0.000E+000   0.000E+000   2.700E-004   1.063E+003   1.000E+000   2.893E+002   9.213E-015   0.000E+000   9.346E-003   1.854E-001   8.319E-010   3.010E-010   2.745E-009   1.945E-010   2.137E-009   1.277E-012   1.948E-001   3.496E-009   9.016E-013   6.104E-001
       10100  1.010E-005  -3.513E+001   0.000E+000   0.000E+000   2.703E-004   1.063E+003   1.000E+000   2.893E+002   4.606E-015   0.000E+000   9.346E-003   1.854E-001   8.489E-010   3.078E-010   2.825E-009   1.988E-010   2.192E-009   1.320E-012   1.948E-001   3.564E-009   9.214E-013   6.104E-001
       10200  1.020E-005  -3.451E+001   0.000E+000   0.000E+000   2.703E-004   1.063E+003   1.000E+000   2.893E+002   7.264E-015   0.000E+000   9.346E-003   1.854E-001   8.661E-010   3.146E-010   2.907E-009   2.032E-010   2.248E-009   1.365E-012   1.948E-001   3.633E-009   9.418E-013   6.104E-001
       10300  1.030E-005  -5.471E+001   0.000E+000   0.000E+000   2.702E-004   1.064E+003   1.000E+000   2.893E+002   6.024E-015   0.000E+000   9.346E-003   1.854E-001   8.836E-010   3.217E-010   2.991E-009   2.076E-010   2.306E-009   1.412E-012   1.948E-001   3.704E-009   9.623E-013   6.104E-001
       10400  1.040E-005  -5.565E+001   0.000E+000   0.000E+000   2.702E-004   1.064E+003   1.000E+000   2.893E+002   9.921E-015   0.000E+000   9.346E-003   1.854E-001   9.014E-010   3.287E-010   3.076E-009   2.121E-010   2.364E-009   1.459E-012   1.948E-001   3.775E-009   9.830E-013   6.104E-001
       10500  1.050E-005  -5.170E+001   0.000E+000   0.000E+000   2.703E-004   1.064E+003   1.000E+000   2.893E+002   8.504E-015   0.000E+000   9.346E-003   1.854E-001   9.194E-010   3.359E-010   3.164E-009   2.167E-010   2.423E-009   1.508E-012   1.948E-001   3.847E-009   1.004E-012   6.104E-001
       10600  1.060E-005  -5.327E+001   0.000E+000   0.000E+000   2.703E-004   1.064E+003   1.000E+000   2.893E+002   8.681E-015   0.000E+000   9.346E-003   1.854E-001   9.378E-010   3.433E-010   3.253E-009   2.214E-010   2.484E-009   1.557E-012   1.948E-001   3.920E-009   1.026E-012   6.104E-001
       10700  1.070E-005  -5.676E+001   0.000E+000   0.000E+000   2.703E-004   1.064E+003   1.000E+000   2.893E+002   2.835E-015   0.000E+000   9.346E-003   1.854E-001   9.564E-010   3.507E-010   3.344E-009   2.261E-010   2.546E-009   1.608E-012   1.948E-001   3.994E-009   1.047E-012   6.104E-001
       10800  1.080E-005  -5.332E+001   0.000E+000   0.000E+000   2.704E-004   1.065E+003   1.000E+000   2.893E+002   4.783E-015   0.000E+000   9.346E-003   1.854E-001   9.754E-010   3.583E-010   3.437E-009   2.310E-010   2.609E-009   1.661E-012   1.948E-001   4.069E-009   1.070E-012   6.104E-001
       10900  1.090E-005  -3.256E+001   0.000E+000   0.000E+000   2.704E-004   1.065E+003   1.000E+000   2.893E+002  -1.417E-015   0.000E+000   9.346E-003   1.854E-001   9.946E-010   3.660E-010   3.532E-009   2.359E-010   2.673E-009   1.715E-012   1.948E-001   4.145E-009   1.092E-012   6.104E-001
       11000  1.100E-005  -5.016E+001   0.000E+000   0.000E+000   2.705E-004   1.065E+003   1.000E+000   2.893E+002  -3.543E-016   0.000E+000   9.346E-003   1.854E-001   1.014E-009   3.738E-010   3.629E-009   2.409E-010   2.738E-009   1.770E-012   1.948E-001   4.222E-009   1.115E-012   6.104E-001
       11100  1.110E-005  -5.211E+001   0.000E+000   0.000E+000   2.706E-004   1.065E+003   1.000E+000   2.893E+002   3.543E-016   0.000E+000   9.346E-003   1.854E-001   1.034E-009   3.818E-010   3.728E-009   2.459E-010   2.805E-009   1.826E-012   1.948E-001   4.300E-009   1.138E-012   6.104E-001
       11200  1.120E-005  -5.118E+001   0.000E+000   0.000E+000   2.706E-004   1.065E+003   1.000E+000   2.893E+002  -1.240E-015   0.000E+000   9.346E-003   1.854E-001   1.054E-009   3.899E-010   3.828E-009   2.511E-010   2.872E-009   1.884E-012   1.948E-001   4.379E-009   1.162E-012   6.104E-001
       11300  1.130E-005  -5.315E+001   0.000E+000   0.000E+000   2.706E-004   1.066E+003   1.000E+000   2.893E+002   3.543E-016   0.000E+000   9.346E-003   1.854E-001   1.075E-009   3.981E-010   3.931E-009   2.563E-010   2.941E-009   1.943E-012   1.948E-001   4.459E-009   1.186E-012   6.104E-001
       11400  1.140E-005  -5.649E+001   0.000E+000   0.000E+000   2.707E-004   1.066E+003   1.000E+000   2.893E+002  -2.480E-015   0.000E+000   9.346E-003   1.854E-001   1.096E-009   4.065E-010   4.037E-009   2.616E-010   3.012E-009   2.004E-012   1.948E-001   4.540E-009   1.210E-012   6.104E-001
       11500  1.150E-005  -4.722E+001   0.000E+000   0.000E+000   2.708E-004   1.066E+003   1.000E+000   2.893E+002   3.543E-016   0.000E+000   9.346E-003   1.854E-001   1.117E-009   4.151E-010   4.144E-009   2.670E-010   3.083E-009   2.066E-012   1.948E-001   4.623E-009   1.235E-012   6.104E-001
       11600  1.160E-005  -4.190E+001   0.000E+000   0.000E+000   2.710E-004   1.067E+003   1.000E+000   2.893E+002  -7.087E-016   0.000E+000   9.346E-003   1.854E-001   1.139E-009   4.239E-010   4.254E-009   2.725E-010   3.156E-009   2.130E-012   1.948E-001   4.706E-009   1.261E-012   6.104E-001
       11700  1.170E-005  -5.028E+001   0.000E+000   0.000E+000   2.710E-004   1.067E+003   1.000E+000   2.893E+002   1.063E-015   0.000E+000   9.346E-003   1.854E-001   1.161E-009   4.328E-010   4.366E-009   2.781E-010   3.231E-009   2.195E-012   1.948E-001   4.791E-009   1.287E-012   6.104E-001
       11800  1.180E-005  -5.483E+001   0.000E+000   0.000E+000   2.710E-004   1.067E+003   1.000E+000   2.893E+002   1.417E-015   0.000E+000   9.346E-003   1.854E-001   1.183E-009   4.418E-010   4.480E-009   2.837E-010   3.307E-009   2.262E-012   1.948E-001   4.877E-009   1.312E-012   6.104E-001
       11900  1.190E-005  -5.152E+001   0.000E+000   0.000E+000   2.710E-004   1.067E+003   1.000E+000   2.893E+002  -1.417E-015   0.000E+000   9.346E-003   1.854E-001   1.206E-009   4.509E-010   4.596E-009   2.895E-010   3.384E-009   2.331E-012   1.948E-001   4.963E-009   1.338E-012   6.104E-001
       12000  1.200E-005  -4.915E+001   0.000E+000   0.000E+000   2.710E-004   1.067E+003   1.000E+000   2.893E+002  -7.087E-016   0.000E+000   9.346E-003   1.854E-001   1.229E-009   4.601E-010   4.714E-009   2.953E-010   3.462E-009   2.401E-012   1.948E-001   5.051E-009   1.365E-012   6.104E-001
       12100  1.210E-005  -5.412E+001   0.000E+000   0.000E+000   2.711E-004   1.067E+003   1.000E+000   2.893E+002  -4.252E-015   0.000E+000   9.346E-003   1.854E-001   1.252E-009   4.695E-010   4.835E-009   3.013E-010   3.541E-009   2.473E-012   1.948E-001   5.140E-009   1.392E-012   6.104E-001
       12200  1.220E-005  -4.773E+001   0.000E+000   0.000E+000   2.711E-004   1.067E+003   1.000E+000   2.893E+002  -2.480E-015   0.000E+000   9.346E-003   1.854E-001   1.276E-009   4.791E-010   4.958E-009   3.073E-010   3.622E-009   2.546E-012   1.948E-001   5.231E-009   1.420E-012   6.104E-001
       12300  1.230E-005  -2.358E+001   0.000E+000   0.000E+000   2.712E-004   1.067E+003   1.000E+000   2.893E+002  -3.189E-015   0.000E+000   9.346E-003   1.854E-001   1.300E-009   4.888E-010   5.083E-009   3.135E-010   3.704E-009   2.621E-012   1.948E-001   5.322E-009   1.448E-012   6.104E-001
       12400  1.240E-005  -3.637E+001   0.000E+000   0.000E+000   2.712E-004   1.068E+003   1.000E+000   2.893E+002  -1.063E-015   0.000E+000   9.346E-003   1.854E-001   1.325E-009   4.987E-010   5.210E-009   3.197E-010   3.788E-009   2.698E-012   1.948E-001   5.415E-009   1.477E-012   6.104E-001
       12500  1.250E-005  -4.689E+001   0.000E+000   0.000E+000   2.713E-004   1.068E+003   1.000E+000   2.893E+002  -2.126E-015   0.000E+000   9.346E-003   1.854E-001   1.350E-009   5.088E-010   5.339E-009   3.261E-010   3.873E-009   2.777E-012   1.948E-001   5.509E-009   1.506E-012   6.104E-001
       12600  1.260E-005  -4.739E+001   0.000E+000   0.000E+000   2.713E-004   1.068E+003   1.000E+000   2.893E+002  -4.252E-015   0.000E+000   9.346E-003   1.854E-001   1.375E-009   5.190E-010   5.471E-009   3.325E-010   3.959E-009   2.857E-012   1.948E-001   5.604E-009   1.536E-012   6.104E-001
       12700  1.270E-005  -4.796E+001   0.000E+000   0.000E+000   2.713E-004   1.068E+003   1.000E+000   2.893E+002  -5.669E-015   0.000E+000   9.346E-003   1.854E-001   1.401E-009   5.294E-010   5.606E-009   3.391E-010   4.048E-009   2.939E-012   1.948E-001   5.700E-009   1.566E-012   6.104E-001
       12800  1.280E-005  -5.332E+001   0.000E+000   0.000E+000   2.714E-004   1.068E+003   1.000E+000   2.893E+002  -1.169E-014   0.000E+000   9.346E-003   1.854E-001   1.428E-009   5.400E-010   5.743E-009   3.457E-010   4.137E-009   3.023E-012   1.948E-001   5.798E-009   1.597E-012   6.104E-001
       12900  1.290E-005  -5.177E+001   0.000E+000   0.000E+000   2.715E-004   1.069E+003   1.000E+000   2.893E+002  -1.772E-015   0.000E+000   9.346E-003   1.854E-001   1.454E-009   5.508E-010   5.883E-009   3.525E-010   4.229E-009   3.110E-012   1.948E-001   5.897E-009   1.628E-012   6.104E-001
       13000  1.300E-005  -4.017E+001   0.000E+000   0.000E+000   2.716E-004   1.069E+003   1.000E+000   2.893E+002  -2.480E-015   0.000E+000   9.346E-003   1.854E-001   1.482E-009   5.619E-010   6.026E-009   3.594E-010   4.322E-009   3.198E-012   1.948E-001   5.998E-009   1.660E-012   6.104E-001
       13100  1.310E-005  -4.174E+001   0.000E+000   0.000E+000   2.716E-004   1.069E+003   1.000E+000   2.893E+002  -2.126E-015   0.000E+000   9.346E-003   1.854E-001   1.509E-009   5.732E-010   6.172E-009   3.664E-010   4.417E-009   3.288E-012   1.948E-001   6.100E-009   1.693E-012   6.104E-001
       13200  1.320E-005  -5.724E+001   0.000E+000   0.000E+000   2.716E-004   1.069E+003   1.000E+000   2.893E+002  -1.417E-015   0.000E+000   9.346E-003   1.854E-001   1.537E-009   5.846E-010   6.320E-009   3.735E-010   4.513E-009   3.381E-012   1.948E-001   6.204E-009   1.726E-012   6.104E-001
       13300  1.330E-005  -5.309E+001   0.000E+000   0.000E+000   2.716E-004   1.069E+003   1.000E+000   2.893E+002  -1.772E-015   0.000E+000   9.346E-003   1.854E-001   1.566E-009   5.961E-010   6.471E-009   3.808E-010   4.611E-009   3.475E-012   1.948E-001   6.309E-009   1.759E-012   6.104E-001
       13400  1.340E-005  -4.843E+001   0.000E+000   0.000E+000   2.717E-004   1.069E+003   1.000E+000   2.893E+002  -1.772E-015   0.000E+000   9.346E-003   1.854E-001   1.595E-009   6.078E-010   6.626E-009   3.882E-010   4.711E-009   3.571E-012   1.948E-001   6.415E-009   1.792E-012   6.104E-001
       13500  1.350E-005  -4.806E+001   0.000E+000   0.000E+000   2.717E-004   1.069E+003   1.000E+000   2.893E+002  -2.480E-015   0.000E+000   9.346E-003   1.854E-001   1.624E-009   6.197E-010   6.783E-009   3.956E-010   4.813E-009   3.670E-012   1.948E-001   6.523E-009   1.826E-012   6.104E-001
       13600  1.360E-005  -5.035E+001   0.000E+000   0.000E+000   2.717E-004   1.070E+003   1.000E+000   2.893E+002   2.657E-015   0.000E+000   9.346E-003   1.854E-001   1.654E-009   6.318E-010   6.942E-009   4.033E-010   4.916E-009   3.771E-012   1.948E-001   6.632E-009   1.861E-012   6.104E-001
       13700  1.370E-005  -4.684E+001   0.000E+000   0.000E+000   2.718E-004   1.070E+003   1.000E+000   2.893E+002   4.252E-015   0.000E+000   9.346E-003   1.854E-001   1.685E-009   6.440E-010   7.105E-009   4.110E-010   5.021E-009   3.873E-012   1.948E-001   6.742E-009   1.897E-012   6.104E-001
       13800  1.380E-005  -4.030E+001   0.000E+000   0.000E+000   2.718E-004   1.070E+003   1.000E+000   2.893E+002   5.138E-015   0.000E+000   9.346E-003   1.854E-001   1.716E-009   6.565E-010   7.271E-009   4.188E-010   5.129E-009   3.978E-012   1.948E-001   6.854E-009   1.933E-012   6.104E-001
       13900  1.390E-005  -4.631E+001   0.000E+000   0.000E+000   2.719E-004   1.070E+003   1.000E+000   2.893E+002   3.720E-015   0.000E+000   9.346E-003   1.854E-001   1.747E-009   6.692E-010   7.441E-009   4.268E-010   5.237E-009   4.086E-012   1.948E-001   6.968E-009   1.969E-012   6.104E-001
       14000  1.400E-005  -4.724E+001   0.000E+000   0.000E+000   2.719E-004   1.070E+003   1.000E+000   2.893E+002   4.606E-015   0.000E+000   9.346E-003   1.854E-001   1.779E-009   6.821E-010   7.613E-009   4.349E-010   5.348E-009   4.195E-012   1.948E-001   7.083E-009   2.007E-012   6.104E-001
           1  1.000E-009  -2.318E+001   0.000E+000   0.000E+000   1.244E-004   8.028E+002   9.948E-001   2.130E+002  -7.094E-018   0.000E+000   9.346E-003   1.854E-001  -5.094E-015  -5.990E-015  -2.536E-016  -5.990E-015  -5.316E-015  -1.298E-015   1.948E-001  -4.966E-015  -6.183E-015   6.104E-001
           2  2.000E-009  -9.126E+001   0.000E+000   0.000E+000   1.244E-004   8.057E+002   9.897E-001   2.130E+002  -1.204E-016   0.000E+000   9.346E-003   1.854E-001  -5.316E-015  -5.990E-015  -3.925E-015  -5.990E-015  -5.693E-015  -5.990E-015   1.948E-001  -5.094E-015  -6.183E-015   6.104E-001
